user_id,user_name,user_email,user_password,user_phone,user_birthdate,user_gender,user_local,user_ic,user_vac_status,user_deleted
44,Mitch,mfrantzeni17@arstechnica.com,ee2e998d044df9b08de2da5e97cc1068,2617867422,1987-02-16,M,USER_LOCAL,051631641909,VAC_PARTIAL,1
45,Arnuad,atitt18@networksolutions.com,259c0fb4e729ba34d2c2964523fdf130,9017569187,1929-01-08,M,USER_FOREIGN,173836228745,VAC_PARTIAL,1
46,Nobe,nlaight19@simplemachines.org,730a56e90a30eb0d1b5dad459a97791d,3103145389,1950-10-06,M,USER_LOCAL,944636638807,VAC_PARTIAL,1
47,Albrecht,apaaso1a@theguardian.com,8ed6df32968bda48ec0f14ed6dadff05,7799032287,1958-09-08,M,USER_LOCAL,383132679937,VAC_FULL,0
48,Lowell,lkemmet1b@netscape.com,7dff0f2864cda064b522591ac772de0b,1967056280,1964-02-04,M,USER_LOCAL,578448090206,VAC_PARTIAL,0
49,Kris,klappin1c@guardian.co.uk,ac54565257bcf30a053a62246f6decdb,8325016043,1964-01-23,F,USER_LOCAL,743074405472,VAC_PARTIAL,1
50,Ingram,iyglesia1d@imageshack.us,8017605563db45f0ff949543a98425f6,7984232022,1933-09-02,M,USER_LOCAL,202971566954,VAC_UNVAC,1
51,Orrin,ogheraldi1e@uiuc.edu,4e756a3934a40dbe3ef19fe7d892fd25,4274816396,1972-06-08,M,USER_LOCAL,630281192772,VAC_FULL,0
52,Catie,ctindley1f@irs.gov,b6c4f103df18183edc35900b5ba04593,6092847621,1949-07-17,F,USER_LOCAL,697857919355,VAC_FULL,1
53,Gearard,gflux1g@themeforest.net,5d2d19cd67ec5bb1c1f6df01fe9f107f,3597305883,1988-10-29,M,USER_FOREIGN,642855153848,VAC_PARTIAL,0
54,Quillan,qmeeny1h@fotki.com,dc77009d1cc7795224186575587d5f96,6352949477,1979-09-30,M,USER_LOCAL,342011897500,VAC_FULL,1
55,Elle,eixor1i@toplist.cz,1fe4547931d4fefc49a7219858a9dbe5,9153977321,1936-12-14,F,USER_LOCAL,173390677310,VAC_FULL,0
56,Calhoun,cdepaoli1j@youku.com,578e9712e9e36e86c9b05055e966939e,1899666298,1992-12-11,M,USER_LOCAL,915978899062,VAC_PARTIAL,1
57,Eugene,ebestwick1k@narod.ru,83c62462932e8704eb670cc8b3bd9bfb,4136657960,1972-03-30,M,USER_LOCAL,719364383570,VAC_PARTIAL,0
58,Bonnee,bverduin1l@psu.edu,db55ea7ab26975af11bc5fea6c89c6de,5499699097,1985-08-20,F,USER_LOCAL,686298929827,VAC_PARTIAL,1
59,Quinta,qcharer1m@cnbc.com,f7527ff39ddb6b0352f786a6aee16e59,9827035842,1987-10-24,F,USER_LOCAL,389653157205,VAC_FULL,1
60,Berkie,bcorston1n@craigslist.org,ae5d7806c9f63ae2ca748a94b4cbb02a,7141692636,1938-12-25,M,USER_LOCAL,315880808730,VAC_PARTIAL,0
61,Aryn,acozens1o@dion.ne.jp,d68024df1ba593d393ee77dc8c60b28a,7072121816,1934-04-22,F,USER_LOCAL,017596958371,VAC_FULL,0
62,Eileen,ebenezeit1p@trellian.com,585566fe21aa03a391fd75c1a4441126,6143448538,1999-11-07,F,USER_LOCAL,536458631441,VAC_FULL,0
63,Doug,dhughlin1q@wikimedia.org,e0f0098404778cb111df0107ca362fca,5821753982,1986-10-22,M,USER_LOCAL,446262187164,VAC_UNVAC,1
64,Robinette,rprobets1r@feedburner.com,b46e5154af1908f6584c4319a9eebffb,1668880456,1978-04-11,F,USER_FOREIGN,042692424135,VAC_PARTIAL,1
65,Naomi,nborsnall1s@hud.gov,e2adc268410b7a8ebe313a09265e0af5,5106355039,1962-08-16,F,USER_LOCAL,348484338900,VAC_FULL,0
66,Cosette,cvaz1t@prweb.com,26afafe7563dffa187307fb05261352e,3714331200,1978-08-16,F,USER_LOCAL,049694273898,VAC_UNVAC,0
67,Bernardo,bfetter1u@earthlink.net,c73d6827409ff500b10b4f1e9070dc8b,4558798831,1990-05-02,M,USER_LOCAL,795240706165,VAC_FULL,1
68,Claudie,cdegiorgis1v@xrea.com,166eb65ed0219d4dc82879d70efc2747,9144431317,1964-12-19,F,USER_LOCAL,268027019879,VAC_FULL,0
69,Colin,chuxham1w@mayoclinic.com,183d8953d9901fca935beb1b702199ec,6196252935,1970-04-05,M,USER_LOCAL,765913155860,VAC_PARTIAL,1
70,Melvyn,mdanilchev1x@ucsd.edu,9e4c85c1c6dd1dec4c169b6c3068873f,9244100443,1993-11-28,M,USER_LOCAL,582024714469,VAC_PARTIAL,0
71,Norri,nsibbit1y@nytimes.com,73ea92f5525be396fb376cf38fc990fc,8297654338,1922-08-13,F,USER_LOCAL,804951243308,VAC_PARTIAL,1
72,Nadiya,ndmitriev1z@homestead.com,933b0e08931c6999d50a5e1232a9f7b5,5612952274,2007-05-13,F,USER_LOCAL,292007920360,VAC_PARTIAL,0
73,Tabatha,tprofit20@oracle.com,d2be4dd01b104e46c90ea046ac4a8f48,3147568586,1929-05-23,F,USER_LOCAL,432419938696,VAC_PARTIAL,1
74,Caren,ccolbran21@auda.org.au,07076c090ebbc465c109953790494ff8,9329424304,2006-08-26,F,USER_FOREIGN,234294962086,VAC_FULL,1
75,Hannie,htouson22@independent.co.uk,ae439e8ccce4088c93b0636a8ca3d7ba,1685022824,1981-11-02,F,USER_LOCAL,008816745886,VAC_UNVAC,1
76,Lutero,ldytham23@reuters.com,b205a027ef948050f1a30f965a2aa648,8286794454,2002-07-18,M,USER_LOCAL,370375157381,VAC_PARTIAL,0
77,Willetta,wtowersey24@nbcnews.com,0f65e5f87ecc381c4143b7ba70db5ef5,1337627633,2008-11-19,F,USER_LOCAL,889074893148,VAC_FULL,0
78,Mollie,msabey25@shinystat.com,cbff1d1de3cbcf4adaaa23a3f1ad8396,5503534790,1957-11-13,F,USER_LOCAL,832058371200,VAC_PARTIAL,1
79,Herminia,hallkins26@soundcloud.com,411a952529f5b627c4f1fc5c6ad63557,1187139791,1986-04-13,F,USER_LOCAL,441082872970,VAC_UNVAC,1
80,Emmye,eperch27@gov.uk,6cc3b6c6f046af0ab25c028a93f0a487,5077649463,1993-04-01,F,USER_FOREIGN,622132790221,VAC_PARTIAL,0
81,Hilarius,hswitsur28@comcast.net,d896f472d558443b81aa84feb1cd38b1,2014349886,1970-04-23,M,USER_LOCAL,500116835420,VAC_PARTIAL,0
82,Jermayne,jbadrick29@businessinsider.com,e720b405495f54d7ecb8c6a9bfdc44ca,6119214326,1946-06-04,M,USER_FOREIGN,667551171664,VAC_UNVAC,1
83,Eberto,eleblond2a@guardian.co.uk,30972d989ff20d7d1297f65d225c4ad6,2125563582,1964-03-25,M,USER_LOCAL,368694780368,VAC_UNVAC,0
84,Julietta,jrambaut2b@japanpost.jp,4fb9ea9fa1cb3e68bed3c595058dc917,3741958626,1941-03-30,F,USER_LOCAL,969762956586,VAC_FULL,1
85,Calypso,cfolkerts2c@vkontakte.ru,9aabddf040aea80b0a8f5ea2710e9220,9481612304,1988-01-26,F,USER_LOCAL,182207770217,VAC_FULL,0
86,Paxton,pgeaveny2d@tmall.com,72f8e4d470fadb933d0969772af25097,2694984590,1945-07-16,M,USER_LOCAL,273993065501,VAC_FULL,0
87,Hugibert,hjzak2e@marketwatch.com,422eddc6aa5078116cac6d7ffe0953a5,3221568221,1976-03-24,M,USER_LOCAL,258729704982,VAC_PARTIAL,0
88,Mabel,mvasilmanov2f@barnesandnoble.com,d78a43b1d5c3af5f055caf61abbb6e74,5054960675,1970-04-02,F,USER_LOCAL,832081262015,VAC_FULL,1
89,Pearle,pokennavain2g@mail.ru,4a39b2a60a55944419feba7d5908a268,7627716786,1999-06-15,F,USER_FOREIGN,014499889004,VAC_UNVAC,1
90,Bridgette,bshapera2h@drupal.org,002ef22072c925fe20ceffcfd11ecc9c,2758955227,1926-12-23,F,USER_LOCAL,755320383060,VAC_FULL,1
91,Lilly,ltink2i@mozilla.org,d7dae52eed896e35c78d6b9a075c8064,5976908298,1953-08-26,F,USER_FOREIGN,401166355085,VAC_FULL,1
92,Thorndike,tschachter2j@weebly.com,e9dcba1044cca977740a0e02a153f1c2,3792885072,2003-12-09,M,USER_LOCAL,573760494858,VAC_PARTIAL,1
93,Iggie,isoloway2k@bluehost.com,bb8d47accd1efe55e3691d13af61c319,2743177903,1929-04-25,M,USER_FOREIGN,779478020438,VAC_FULL,0
94,Jobina,jaldritt2l@google.co.jp,9eeb39133d9423345e201ad475f7b624,1108880192,1992-07-09,F,USER_LOCAL,314082295240,VAC_PARTIAL,0
95,Dinah,dbemlott2m@illinois.edu,1b65231d25857d2e4c96d92bf52eed80,8863328578,1923-10-09,F,USER_LOCAL,172887656600,VAC_PARTIAL,1
96,Carma,cmurrum2n@ted.com,62ba3d231644ab6a252b6e3ce880151a,4908251652,1986-01-09,F,USER_LOCAL,509560021136,VAC_PARTIAL,0
97,Clotilda,cvernay2o@friendfeed.com,30d91b4a0fe871aeee7b351a1ccb193f,8478004721,1995-12-30,F,USER_LOCAL,871054898290,VAC_UNVAC,0
98,Heath,hfabry2p@cbslocal.com,ac746722812a86954e19527a40bdb93c,8165353067,1932-08-31,F,USER_FOREIGN,285731121376,VAC_PARTIAL,1
99,Jamie,jkaser2q@nps.gov,d7db8c147b5ccbe2ed51c18d118a239a,4885360571,1962-12-02,F,USER_LOCAL,109809146632,VAC_PARTIAL,1
100,Jeanne,jgumery2r@yelp.com,533605a6b0336f238c76cf9b17a957d2,1238368936,1974-05-22,F,USER_LOCAL,578684925095,VAC_PARTIAL,0
101,Bartholomew,bgarrelts2s@acquirethisname.com,06e3f0338ff667bbfc71230ac65f61e2,1003385019,2006-08-19,M,USER_LOCAL,903802346486,VAC_FULL,0
102,Farica,fvelti2t@unesco.org,744b3e193548754b3a722832ba28fb80,1841696147,1950-02-28,F,USER_FOREIGN,922597898519,VAC_PARTIAL,1
103,Susy,smateu2u@dot.gov,d0d2ffb49db22d90f6a261e8878e2471,2088870706,1975-08-01,F,USER_LOCAL,282521507681,VAC_PARTIAL,1
104,Quintus,qseeger2v@livejournal.com,aeec88a52a3fc6034966592f6510398b,8051352604,1967-02-19,M,USER_FOREIGN,862556442111,VAC_FULL,1
105,Thaddus,tspaven2w@topsy.com,876949d8fcdf1f385b8cbceadc8a8506,9278075702,1998-03-21,M,USER_LOCAL,566733764198,VAC_FULL,1
106,Mortie,mmatei2x@instagram.com,72103f7d41db692a262e9169e882588d,2313589084,1972-02-05,M,USER_LOCAL,613504600936,VAC_PARTIAL,0
107,Rolland,rbotha2y@diigo.com,d9c3311725ecbfa89b85353e66c158c9,6838142042,1955-10-17,M,USER_LOCAL,618865851676,VAC_UNVAC,1
108,Cthrine,cbransdon2z@diigo.com,e76df28417c2855ab00c77c92e32b1c9,1437814863,2005-12-23,F,USER_LOCAL,178522098996,VAC_PARTIAL,1
109,Hardy,hmathy30@abc.net.au,90587a937ab3c3779ba9f95918a5fd24,2843823626,1935-07-07,M,USER_LOCAL,390253750744,VAC_FULL,0
110,Ruttger,rpilkington31@blogs.com,5678ddafc77e281ec951d5025f729f51,3071713459,1983-01-31,M,USER_LOCAL,630891755743,VAC_FULL,1
111,Claiborn,cchape32@newyorker.com,8203bbe70ebf7b35fbc90c744d08d8be,1595465208,1962-02-18,M,USER_LOCAL,249825904786,VAC_PARTIAL,1
112,Fay,ffilasov33@about.me,5f95db9200cd13a6e7cbd12ba80c84d5,1502754987,1952-01-05,F,USER_LOCAL,085589710792,VAC_PARTIAL,1
113,Kellen,kwhaley34@odnoklassniki.ru,421174e2299e802fa6a5c5b588d2ab4b,1076490952,1955-02-20,M,USER_LOCAL,274316328952,VAC_UNVAC,1
114,Barton,bcoldbath35@loc.gov,876aa74c0cdb97e56ef3eef3eb893551,4525982632,1991-05-31,M,USER_LOCAL,554980153094,VAC_PARTIAL,0
115,Stu,sproudler36@mediafire.com,6580e1940a0395d5e5a29e70488c4938,8983649361,1968-07-06,M,USER_LOCAL,678161764441,VAC_PARTIAL,0
116,Welby,whansen37@usnews.com,0804aca7d9726a91152234e40572b942,2357737740,1978-07-18,M,USER_LOCAL,249283732842,VAC_FULL,1
117,Eberto,eduggan38@51.la,454ad8185bf546d17035e8a85c3f1f5c,4318667450,1996-04-30,M,USER_FOREIGN,763454348883,VAC_PARTIAL,0
118,Alick,agarshore39@list-manage.com,3f63d2a403801e913a80b8850ef69214,8596504190,1953-10-19,M,USER_FOREIGN,084371618386,VAC_PARTIAL,1
119,Joni,jlillicrop3a@about.com,7a8c5737698f36ee30e733077bc7cf55,3114649119,1932-11-26,F,USER_FOREIGN,300668213969,VAC_PARTIAL,1
120,Dougie,druzicka3b@unesco.org,98b80bdb97e3e24ecda6252db9724b88,6105666557,1924-02-17,M,USER_LOCAL,101579065138,VAC_FULL,1
121,Lorrie,lstoakes3c@ucla.edu,f37a5188a0f64a3c921e83ccfc456676,1914202655,2002-08-24,F,USER_FOREIGN,205494654105,VAC_FULL,0
122,Tisha,tstormes3d@marketwatch.com,b7cd39ae40fcc72a5a4dec0eba415629,2248215491,2007-11-21,F,USER_LOCAL,083245076268,VAC_FULL,0
123,Fey,fjohnes3e@psu.edu,2bc210dd0b8f0e1e1a26cc4db68bcf3a,3413812277,1947-05-17,F,USER_LOCAL,951731905938,VAC_PARTIAL,0
124,Dar,dodevey3f@privacy.gov.au,8dee558cdcf969a28ac7a4040a9c65c2,7786463760,1952-05-10,M,USER_LOCAL,679838193688,VAC_PARTIAL,0
125,Winny,wballeine3g@cornell.edu,251f49010feae90a425c60ac029eec89,2431673237,1966-06-16,M,USER_LOCAL,490065031497,VAC_UNVAC,0
126,Gavra,gsearl3h@unicef.org,24a8e53cfbd6e9c9f8acd5f0256bfa7a,8285762437,2005-06-18,F,USER_LOCAL,960352777507,VAC_UNVAC,1
127,Wendeline,wdripps3i@mashable.com,1c6215e33aebdbfd3beb1daff06b121b,3939007499,1990-07-02,F,USER_LOCAL,086925605343,VAC_UNVAC,0
128,Yolande,yslatcher3j@wsj.com,b7c0664ec93adadde343f2ef4d8f32c5,8154036190,1963-03-23,F,USER_FOREIGN,953808357248,VAC_FULL,0
129,Hedwig,hmeineck3k@opera.com,16fb394b4fcf7562cfd7a1b759b655ed,7891324480,1997-04-10,F,USER_LOCAL,433759476414,VAC_PARTIAL,0
130,Cirstoforo,chaibel3l@over-blog.com,a13d9a655257c340344ef9858a9dfe90,5954117119,1997-08-22,M,USER_LOCAL,137344902909,VAC_PARTIAL,0
131,Ryann,rgounot3m@wiley.com,1be2bec637c3ef247e2d59c5ada1ff19,6233201385,1964-09-23,F,USER_LOCAL,314256167230,VAC_FULL,0
132,Andreana,agummary3n@icq.com,313d0b98ab2a34a523678add2eba07e9,1381577758,1966-02-07,F,USER_LOCAL,824516068648,VAC_PARTIAL,1
133,Kristien,kbrick3o@admin.ch,99becd814e5c42952c0eb791aabd3682,9955600945,1984-11-27,F,USER_LOCAL,911826230475,VAC_PARTIAL,1
134,Barbara,btattersill3p@domainmarket.com,5c9b5e58f0eeb84df08fa67c25f9fcd3,9472714860,1984-11-12,F,USER_LOCAL,776217799552,VAC_PARTIAL,1
135,Beverlee,bmathe3q@ehow.com,294788a31820e06e2bb53e64cb78aae2,2589199939,1954-02-21,F,USER_LOCAL,645520365423,VAC_PARTIAL,0
136,Iain,itarn3r@msn.com,fe09647361a7c0c12b88284e81872997,3561167446,1962-08-29,M,USER_LOCAL,108854985424,VAC_FULL,1
137,Leonid,lshackle3s@blogger.com,a8edac3f941cc5473a69f855f4e7c688,9671974296,1983-06-21,M,USER_FOREIGN,494939246481,VAC_PARTIAL,1
138,Abbey,aroxburgh3t@cbsnews.com,5801fc52cd905d1692d6183e16ac0e3c,6344699334,1978-12-11,M,USER_FOREIGN,075318469552,VAC_FULL,0
139,Dee dee,dcinderey3u@disqus.com,3d401841339c9b4451bcee75ad7595eb,1378218022,1978-11-26,F,USER_LOCAL,814435798722,VAC_UNVAC,0
140,Leighton,lcraxford3v@surveymonkey.com,a89f700c615e6e55e813beb68f4a8c34,7928858382,1983-09-30,M,USER_LOCAL,794963363744,VAC_PARTIAL,1
141,Courtney,coffiler3w@blogger.com,091075ca51844c5dccf2fce63ce7a890,9355682900,1939-12-06,M,USER_LOCAL,753806280190,VAC_PARTIAL,1
142,Allie,alewty3x@discovery.com,55871324220e6a55479dc9e8d5a1792b,3814441660,1941-10-18,M,USER_LOCAL,138399286064,VAC_UNVAC,1
143,Maurizia,mmassel3y@pen.io,80039fc28330bfa5f703940134602798,3967717397,2001-08-20,F,USER_LOCAL,713243140694,VAC_PARTIAL,1
144,Tessy,tgoodier3z@alibaba.com,51d94eef9c57f7824c1a39b1e1d06306,5872536192,1964-06-05,F,USER_LOCAL,115626677715,VAC_PARTIAL,0
145,Grady,gmcinally40@umn.edu,ad566b7ed8f799a3ad5a5b0bc7cde781,2401843131,1991-05-03,M,USER_LOCAL,680466638112,VAC_PARTIAL,1
146,Branden,bsaurat41@multiply.com,ebd406299351b44ca46fb8f6d52ae764,4267871281,1946-04-01,M,USER_FOREIGN,537634852498,VAC_UNVAC,0
147,Joseph,jsmither42@berkeley.edu,0ebcc7d5625acad4f1fe3fc6861a66b9,4787561922,2003-03-31,M,USER_LOCAL,305699294028,VAC_FULL,1
148,Stavros,ssoutter43@tinyurl.com,e62108ed96e67e758ddef349bc56d877,5918553706,1956-05-02,M,USER_LOCAL,672637554646,VAC_FULL,0
149,Brade,bsealand44@gnu.org,7624ba78f77f600de5c0550e231f0df6,7918313487,1938-01-12,M,USER_LOCAL,876960408182,VAC_PARTIAL,1
150,Stormy,selldred45@123-reg.co.uk,423697a831cdab88da7f938fd2d5659b,6608138767,1926-11-10,F,USER_FOREIGN,795672605249,VAC_PARTIAL,0
151,Tiebold,twicks46@mlb.com,54fa9e6f3948a3e867594629bab38fc2,9924624475,1989-07-12,M,USER_LOCAL,432254543274,VAC_FULL,1
152,Charlton,codda47@pcworld.com,539a55e0d1c802d84986e0a2d74c442b,2244855070,1958-10-20,M,USER_LOCAL,873613485418,VAC_PARTIAL,1
153,Alphonse,ajedrzejczyk48@acquirethisname.com,150a5fbb320e2be1826cf0b1dc6935a5,9241723898,1956-09-15,M,USER_LOCAL,885802676698,VAC_UNVAC,1
154,Phip,pcoveny49@slate.com,8f38041b4eaf30ae03669441b9468e55,9142630661,1940-10-28,M,USER_LOCAL,329090644622,VAC_FULL,0
155,Marcelo,mchave4a@sina.com.cn,c2883976d6cdfe40f5a5103e576da0c3,5177434502,1929-11-04,M,USER_FOREIGN,444632647965,VAC_FULL,0
156,Chariot,cstrode4b@comcast.net,cfc44a22e217adfdbd5d5c4d38269b8e,5968967228,1985-02-23,M,USER_LOCAL,532285584577,VAC_PARTIAL,1
157,Harcourt,hmacgorrie4c@indiatimes.com,2955fb84650158b62d638bfcde799ab3,8087578498,1982-11-11,M,USER_LOCAL,064973458734,VAC_PARTIAL,1
158,Torin,tmauger4d@unicef.org,0a1bf0917dca0abbdcb1a752a8df3a17,7319804384,1936-11-04,M,USER_LOCAL,633778457846,VAC_FULL,1
159,Elianora,eferrettini4e@blinklist.com,01629037ea3841780f57e408f4eee942,7859972650,2005-07-22,F,USER_LOCAL,544842776944,VAC_FULL,0
160,Arnie,amagee4f@yandex.ru,85b2ae3d180b97193371a62d7272eaa1,1645458447,1995-05-25,M,USER_LOCAL,736233988911,VAC_FULL,0
161,Araldo,adahmke4g@issuu.com,34e2ea63c52ea3e81712ec928189018c,2462486032,1958-06-13,M,USER_LOCAL,135862004746,VAC_PARTIAL,0
162,Rafaelia,ravrahm4h@liveinternet.ru,7c922d97de40a682f7133ec956a4d907,1634101173,1987-02-10,F,USER_LOCAL,699747848810,VAC_FULL,1
163,Jerry,jkondrat4i@constantcontact.com,348be65b1972f078a7a7a7c9ab667cf7,5011478144,2009-03-11,F,USER_LOCAL,810836115318,VAC_PARTIAL,0
164,Leoline,lgrinaugh4j@theatlantic.com,860882e60fe015ed4155f6fbc1d0d8ce,2387903969,1930-02-19,F,USER_LOCAL,604607241076,VAC_PARTIAL,1
165,Izak,iorred4k@free.fr,cf4d846fa0a85caa420ef3e3fcd3eacc,5978933978,1943-09-08,M,USER_FOREIGN,855692918657,VAC_PARTIAL,1
166,Miguel,mblas4l@issuu.com,4cc5627bc22e862d6c3370c46b7592e5,7234795540,1946-06-08,M,USER_LOCAL,240757856161,VAC_FULL,1
167,Berte,bproom4m@fema.gov,63c0132a56813a225ed53bca1f52563f,7588910454,1931-06-19,F,USER_LOCAL,020942544563,VAC_PARTIAL,1
